response	trial_index	task	participantID	age	gender	language	amE	comments	expression	cc	context
1	20	target	394	70	male	English	AmE	"""":""""great study""""}	reveal	Zoe calculated the tip	factL
0	21	target	394	70	male	English	AmE	"""":""""great study""""}	announce	Mia drank 2 cocktails last night	factL
1	22	target	394	70	male	English	AmE	"""":""""great study""""}	demonstrate	Isabella ate a steak on Sunday	explicitIgnorance
1	23	target	394	70	male	English	AmE	"""":""""great study""""}	establish	Tony had a drink last night	explicitIgnorance
1	24	target	394	70	male	English	AmE	"""":""""great study""""}	hear	Emily bought a car yesterday	factH
0	25	target	394	70	male	English	AmE	"""":""""great study""""}	be annoyed	Josie went on vacation to France	explicitIgnorance
0	26	target	394	70	male	English	AmE	"""":""""great study""""}	also	noCC	explicitIgnorance
1	27	target	394	70	male	English	AmE	"""":""""great study""""}	inform	Emma studied on Saturday morning	explicitIgnorance
1	28	target	394	70	male	English	AmE	"""":""""great study""""}	know	Olivia sleeps until noon	factH
0	29	target	394	70	male	English	AmE	"""":""""great study""""}	continue	noCC	explicitIgnorance
1	30	target	394	70	male	English	AmE	"""":""""great study""""}	too	noCC	explicitIgnorance
0	31	target	394	70	male	English	AmE	"""":""""great study""""}	again	noCC	explicitIgnorance
1	32	target	394	70	male	English	AmE	"""":""""great study""""}	pretend	Grace visited her sister	explicitIgnorance
1	33	target	394	70	male	English	AmE	"""":""""great study""""}	confess	Jon walks to work	factH
1	34	target	394	70	male	English	AmE	"""":""""great study""""}	say	Charley speaks Spanish	explicitIgnorance
1	35	target	394	70	male	English	AmE	"""":""""great study""""}	controlGood4	noCC	other
1	36	target	394	70	male	English	AmE	"""":""""great study""""}	see	Julian dances salsa	factH
1	37	target	394	70	male	English	AmE	"""":""""great study""""}	be right	Jackson ran 10 miles	explicitIgnorance
1	38	target	394	70	male	English	AmE	"""":""""great study""""}	controlGood1	noCC	explicitIgnorance
1	39	target	394	70	male	English	AmE	"""":""""great study""""}	think	Owen shoveled snow last winter	factL
0.41	1	practice	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	practice	noCC	other
0.74	3	practice	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	practice	noCC	other
0.18	5	practice	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	practice	noCC	other
0.63	7	practice	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	practice	noCC	other
0.3	9	practice	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	practice	noCC	other
0.38	12	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	know	Sophia got a tattoo	explicitIgnorance
0.35	13	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	cleft	noCC	explicitIgnorance
0.57	14	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	prove	Olivia sleeps until noon	explicitIgnorance
0.36	15	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	controlGood3	noCC	other
0.62	16	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	controlGood4	noCC	other
0.39	17	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	be right	Owen shoveled snow last winter	factL
0.43	18	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	confess	Mia drank 2 cocktails last night	explicitIgnorance
0.62	19	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	pretend	Jon walks to work	factL
0.62	20	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	hear	Emily bought a car yesterday	explicitIgnorance
0.6	21	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	see	Danny ate the last cupcake	explicitIgnorance
0.61	22	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	announce	Frank got a cat	explicitIgnorance
0.63	23	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	controlGood1	noCC	explicitIgnorance
0.38	24	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	suggest	Grace visited her sister	factH
0.37	25	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	again	noCC	explicitIgnorance
0.38	26	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	acknowledge	Tony had a drink last night	factH
0.39	27	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	stop	noCC	explicitIgnorance
0.15	28	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	inform	Isabella ate a steak on Sunday	factH
0.62	29	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	controlGood2	noCC	explicitIgnorance
0.31	30	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	confirm	Jayden rented a car	factL
0.6	31	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	establish	Zoe calculated the tip	explicitIgnorance
0.6	32	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	think	Julian dances salsa	factH
0.4	33	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	be annoyed	Jackson ran 10 miles	explicitIgnorance
0.38	34	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	also	noCC	explicitIgnorance
0.62	35	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	discover	Josh learned to ride a bike yesterday	explicitIgnorance
0.64	36	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	reveal	Mary is pregnant	explicitIgnorance
0.34	37	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	demonstrate	Emma studied on Saturday morning	factL
0.4	38	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	too	noCC	explicitIgnorance
0.64	39	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	admit	Josie went on vacation to France	explicitIgnorance
0.32	40	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	continue	noCC	explicitIgnorance
0.68	41	target	149	58	female	English	AmE	"""":""""When asked about 'natural sounding' speech, initially, I was caught off guard because the subject was repeated in the question. In normal speech, the subject is implied. This aspect of the study threw me off a bit. Thank you.""""}	say	Charley speaks Spanish	explicitIgnorance
0	1	practice	237	51	male	English	AmE	"""":""""""""}	practice	noCC	other
1	3	practice	237	51	male	English	AmE	"""":""""""""}	practice	noCC	other
0	5	practice	237	51	male	English	AmE	"""":""""""""}	practice	noCC	other
1	7	practice	237	51	male	English	AmE	"""":""""""""}	practice	noCC	other
0	9	practice	237	51	male	English	AmE	"""":""""""""}	practice	noCC	other
0	12	target	237	51	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0	13	target	237	51	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0	14	target	237	51	male	English	AmE	"""":""""""""}	know	Mary is pregnant	explicitIgnorance
1	15	target	237	51	male	English	AmE	"""":""""""""}	discover	Owen shoveled snow last winter	factH
0.13	16	target	237	51	male	English	AmE	"""":""""""""}	be annoyed	Tony had a drink last night	factL
0	17	target	237	51	male	English	AmE	"""":""""""""}	reveal	Frank got a cat	factL
0.95	18	target	237	51	male	English	AmE	"""":""""""""}	announce	Jayden rented a car	factH
1	19	target	237	51	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
1	20	target	237	51	male	English	AmE	"""":""""""""}	think	Charley speaks Spanish	explicitIgnorance
0.91	21	target	237	51	male	English	AmE	"""":""""""""}	admit	Zoe calculated the tip	explicitIgnorance
1	22	target	237	51	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.82	23	target	237	51	male	English	AmE	"""":""""""""}	confess	Isabella ate a steak on Sunday	factH
0.99	24	target	237	51	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
1	25	target	237	51	male	English	AmE	"""":""""""""}	suggest	Grace visited her sister	explicitIgnorance
0.36	26	target	237	51	male	English	AmE	"""":""""""""}	hear	Danny ate the last cupcake	explicitIgnorance
1	27	target	237	51	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
1	28	target	237	51	male	English	AmE	"""":""""""""}	pretend	Olivia sleeps until noon	explicitIgnorance
1	29	target	237	51	male	English	AmE	"""":""""""""}	prove	Emma studied on Saturday morning	explicitIgnorance
0.89	30	target	237	51	male	English	AmE	"""":""""""""}	establish	Emily bought a car yesterday	explicitIgnorance
0.87	31	target	237	51	male	English	AmE	"""":""""""""}	say	Josh learned to ride a bike yesterday	explicitIgnorance
0.39	32	target	237	51	male	English	AmE	"""":""""""""}	confirm	Julian dances salsa	factL
0	33	target	237	51	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.58	34	target	237	51	male	English	AmE	"""":""""""""}	be right	Jon walks to work	factL
0.64	35	target	237	51	male	English	AmE	"""":""""""""}	acknowledge	Sophia got a tattoo	factH
1	36	target	237	51	male	English	AmE	"""":""""""""}	inform	Mia drank 2 cocktails last night	explicitIgnorance
0	37	target	237	51	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0	38	target	237	51	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.95	39	target	237	51	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.67	40	target	237	51	male	English	AmE	"""":""""""""}	see	Josie went on vacation to France	explicitIgnorance
0.71	41	target	237	51	male	English	AmE	"""":""""""""}	demonstrate	Jackson ran 10 miles	explicitIgnorance
0.84	1	practice	74	51	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	74	51	female	English	AmE	"""":""""""""}	practice	noCC	other
0.96	5	practice	74	51	female	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	74	51	female	English	AmE	"""":""""""""}	practice	noCC	other
1	10	target	74	51	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.96	11	target	74	51	female	English	AmE	"""":""""""""}	confess	Josh learned to ride a bike yesterday	explicitIgnorance
0.14	12	target	74	51	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.9	13	target	74	51	female	English	AmE	"""":""""""""}	announce	Tony had a drink last night	explicitIgnorance
0.94	14	target	74	51	female	English	AmE	"""":""""""""}	reveal	Olivia sleeps until noon	explicitIgnorance
0.88	15	target	74	51	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.04	16	target	74	51	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.88	17	target	74	51	female	English	AmE	"""":""""""""}	pretend	Owen shoveled snow last winter	explicitIgnorance
0.92	18	target	74	51	female	English	AmE	"""":""""""""}	demonstrate	Danny ate the last cupcake	explicitIgnorance
0.91	19	target	74	51	female	English	AmE	"""":""""""""}	establish	Frank got a cat	explicitIgnorance
0.93	20	target	74	51	female	English	AmE	"""":""""""""}	prove	Jayden rented a car	explicitIgnorance
0.02	21	target	74	51	female	English	AmE	"""":""""""""}	acknowledge	Julian dances salsa	factL
0.93	22	target	74	51	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.98	23	target	74	51	female	English	AmE	"""":""""""""}	admit	Emma studied on Saturday morning	explicitIgnorance
0.94	24	target	74	51	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.95	25	target	74	51	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.04	26	target	74	51	female	English	AmE	"""":""""""""}	be annoyed	Charley speaks Spanish	explicitIgnorance
0.05	27	target	74	51	female	English	AmE	"""":""""""""}	confirm	Josie went on vacation to France	factL
0.92	28	target	74	51	female	English	AmE	"""":""""""""}	discover	Mary is pregnant	factH
0.95	29	target	74	51	female	English	AmE	"""":""""""""}	see	Mia drank 2 cocktails last night	explicitIgnorance
0.88	30	target	74	51	female	English	AmE	"""":""""""""}	inform	Jon walks to work	factH
0.02	31	target	74	51	female	English	AmE	"""":""""""""}	know	Sophia got a tattoo	explicitIgnorance
0.97	32	target	74	51	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.98	33	target	74	51	female	English	AmE	"""":""""""""}	suggest	Grace visited her sister	factL
0.96	34	target	74	51	female	English	AmE	"""":""""""""}	be right	Isabella ate a steak on Sunday	explicitIgnorance
0.88	35	target	74	51	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.03	36	target	74	51	female	English	AmE	"""":""""""""}	think	Zoe calculated the tip	factL
0.88	37	target	74	51	female	English	AmE	"""":""""""""}	hear	Jackson ran 10 miles	factH
0.88	38	target	74	51	female	English	AmE	"""":""""""""}	say	Emily bought a car yesterday	factH
0.04	39	target	74	51	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	1	practice	313	27	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	313	27	female	English	AmE	"""":""""""""}	practice	noCC	other
1	5	practice	313	27	female	English	AmE	"""":""""""""}	practice	noCC	other
0.07	7	practice	313	27	female	English	AmE	"""":""""""""}	practice	noCC	other
1	10	target	313	27	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0	11	target	313	27	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
1	12	target	313	27	female	English	AmE	"""":""""""""}	discover	Julian dances salsa	explicitIgnorance
0.96	13	target	313	27	female	English	AmE	"""":""""""""}	be right	Sophia got a tattoo	explicitIgnorance
1	14	target	313	27	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0	15	target	313	27	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.93	16	target	313	27	female	English	AmE	"""":""""""""}	confirm	Jon walks to work	explicitIgnorance
0.91	17	target	313	27	female	English	AmE	"""":""""""""}	confess	Grace visited her sister	factH
0	18	target	313	27	female	English	AmE	"""":""""""""}	be annoyed	Josie went on vacation to France	explicitIgnorance
0	19	target	313	27	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.99	20	target	313	27	female	English	AmE	"""":""""""""}	prove	Isabella ate a steak on Sunday	factL
0.94	21	target	313	27	female	English	AmE	"""":""""""""}	think	Olivia sleeps until noon	explicitIgnorance
0.95	22	target	313	27	female	English	AmE	"""":""""""""}	know	Mia drank 2 cocktails last night	factL
0.93	23	target	313	27	female	English	AmE	"""":""""""""}	suggest	Zoe calculated the tip	explicitIgnorance
0.86	24	target	313	27	female	English	AmE	"""":""""""""}	pretend	Danny ate the last cupcake	explicitIgnorance
0	25	target	313	27	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.92	26	target	313	27	female	English	AmE	"""":""""""""}	say	Emily bought a car yesterday	explicitIgnorance
0.25	27	target	313	27	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.9	28	target	313	27	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.98	29	target	313	27	female	English	AmE	"""":""""""""}	hear	Charley speaks Spanish	explicitIgnorance
0.31	30	target	313	27	female	English	AmE	"""":""""""""}	acknowledge	Emma studied on Saturday morning	factH
0.03	31	target	313	27	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.86	32	target	313	27	female	English	AmE	"""":""""""""}	demonstrate	Tony had a drink last night	factL
0.96	33	target	313	27	female	English	AmE	"""":""""""""}	inform	Jayden rented a car	explicitIgnorance
0.98	34	target	313	27	female	English	AmE	"""":""""""""}	announce	Mary is pregnant	explicitIgnorance
0.07	35	target	313	27	female	English	AmE	"""":""""""""}	admit	Owen shoveled snow last winter	factL
0.85	36	target	313	27	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.66	37	target	313	27	female	English	AmE	"""":""""""""}	establish	Josh learned to ride a bike yesterday	factH
0.94	38	target	313	27	female	English	AmE	"""":""""""""}	see	Frank got a cat	factH
0.9	39	target	313	27	female	English	AmE	"""":""""""""}	reveal	Jackson ran 10 miles	explicitIgnorance
1	1	practice	163	34	female	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	163	34	female	English	AmE	"""":""""""""}	practice	noCC	other
0.8	5	practice	163	34	female	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	163	34	female	English	AmE	"""":""""""""}	practice	noCC	other
0.65	10	target	163	34	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.12	11	target	163	34	female	English	AmE	"""":""""""""}	inform	Mary is pregnant	factL
0.14	12	target	163	34	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.66	13	target	163	34	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0	14	target	163	34	female	English	AmE	"""":""""""""}	acknowledge	Sophia got a tattoo	explicitIgnorance
0	15	target	163	34	female	English	AmE	"""":""""""""}	be annoyed	Owen shoveled snow last winter	explicitIgnorance
0.23	16	target	163	34	female	English	AmE	"""":""""""""}	confess	Emily bought a car yesterday	explicitIgnorance
0	17	target	163	34	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0	18	target	163	34	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
1	19	target	163	34	female	English	AmE	"""":""""""""}	think	Isabella ate a steak on Sunday	explicitIgnorance
0.29	20	target	163	34	female	English	AmE	"""":""""""""}	hear	Jackson ran 10 miles	explicitIgnorance
0.88	21	target	163	34	female	English	AmE	"""":""""""""}	be right	Josh learned to ride a bike yesterday	explicitIgnorance
1	22	target	163	34	female	English	AmE	"""":""""""""}	discover	Danny ate the last cupcake	explicitIgnorance
0.56	23	target	163	34	female	English	AmE	"""":""""""""}	prove	Julian dances salsa	factL
0.41	24	target	163	34	female	English	AmE	"""":""""""""}	confirm	Grace visited her sister	explicitIgnorance
0.38	25	target	163	34	female	English	AmE	"""":""""""""}	admit	Jayden rented a car	explicitIgnorance
1	26	target	163	34	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0	27	target	163	34	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0	28	target	163	34	female	English	AmE	"""":""""""""}	see	Josie went on vacation to France	explicitIgnorance
0.08	29	target	163	34	female	English	AmE	"""":""""""""}	demonstrate	Emma studied on Saturday morning	factH
0.21	30	target	163	34	female	English	AmE	"""":""""""""}	pretend	Olivia sleeps until noon	factL
1	31	target	163	34	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0	32	target	163	34	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.39	33	target	163	34	female	English	AmE	"""":""""""""}	suggest	Charley speaks Spanish	factL
0.75	34	target	163	34	female	English	AmE	"""":""""""""}	announce	Mia drank 2 cocktails last night	explicitIgnorance
0	35	target	163	34	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	36	target	163	34	female	English	AmE	"""":""""""""}	say	Jon walks to work	factH
0.54	37	target	163	34	female	English	AmE	"""":""""""""}	reveal	Zoe calculated the tip	explicitIgnorance
0.57	38	target	163	34	female	English	AmE	"""":""""""""}	establish	Tony had a drink last night	factH
0.47	39	target	163	34	female	English	AmE	"""":""""""""}	know	Frank got a cat	factH
0.81	1	practice	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	practice	noCC	other
0	3	practice	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	practice	noCC	other
0.9	5	practice	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	practice	noCC	other
0.08	7	practice	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	practice	noCC	other
0.87	10	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	controlGood4	noCC	other
0.65	11	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	hear	Owen shoveled snow last winter	explicitIgnorance
0.71	12	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	discover	Sophia got a tattoo	explicitIgnorance
0.2	13	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	confirm	Jayden rented a car	factL
0.6	14	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	establish	Emily bought a car yesterday	explicitIgnorance
0.31	15	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	say	Mia drank 2 cocktails last night	factL
0.16	16	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	continue	noCC	explicitIgnorance
0.64	17	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	confess	Isabella ate a steak on Sunday	factH
0.83	18	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	be right	Zoe calculated the tip	explicitIgnorance
0.84	19	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	think	Josh learned to ride a bike yesterday	factH
0.89	20	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	announce	Tony had a drink last night	factH
0.84	21	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	see	Danny ate the last cupcake	explicitIgnorance
0.16	22	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	be annoyed	Frank got a cat	explicitIgnorance
0.29	23	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	also	noCC	explicitIgnorance
0.1	24	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	again	noCC	explicitIgnorance
0.66	25	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	reveal	Charley speaks Spanish	factL
0.96	26	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	controlGood2	noCC	explicitIgnorance
0.86	27	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	demonstrate	Emma studied on Saturday morning	factH
0.29	28	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	prove	Julian dances salsa	explicitIgnorance
0.39	29	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	inform	Jackson ran 10 miles	explicitIgnorance
0.22	30	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	cleft	noCC	explicitIgnorance
0.66	31	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	acknowledge	Olivia sleeps until noon	explicitIgnorance
0.37	32	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	admit	Grace visited her sister	factL
0.04	33	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	too	noCC	explicitIgnorance
0.06	34	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	stop	noCC	explicitIgnorance
0	35	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	know	Jon walks to work	explicitIgnorance
0.67	36	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	pretend	Josie went on vacation to France	explicitIgnorance
1	37	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	controlGood1	noCC	explicitIgnorance
0.91	38	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	suggest	Mary is pregnant	explicitIgnorance
0.35	39	target	238	57	male	English	AmE	"""":""""The questions were often plausible from the context, even if they weren't completely natural""""}	controlGood3	noCC	other
1	1	practice	346	33	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	346	33	male	English	AmE	"""":""""""""}	practice	noCC	other
0.9	5	practice	346	33	male	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	346	33	male	English	AmE	"""":""""""""}	practice	noCC	other
